id,sleep_day,total_sleep_records,total_minutes_asleep,total_time_in_bed,date,sleep_hours,time_in_bed_hours,awake_time_in_bed_minutes
8792009665,2016-04-13,1,531,552,2016-04-13,8.85,9.2,21
8792009665,2016-04-14,1,486,503,2016-04-14,8.1,8.38,17
8792009665,2016-04-15,1,363,377,2016-04-15,6.05,6.28,14
8792009665,2016-04-20,1,528,547,2016-04-20,8.8,9.12,19
8792009665,2016-04-22,1,391,407,2016-04-22,6.52,6.78,16
8792009665,2016-04-23,1,339,360,2016-04-23,5.65,6.0,21
8792009665,2016-04-27,1,423,428,2016-04-27,7.05,7.13,5
8792009665,2016-04-28,1,402,416,2016-04-28,6.7,6.93,14
8792009665,2016-04-29,1,398,406,2016-04-29,6.63,6.77,8
8792009665,2016-04-30,1,343,360,2016-04-30,5.72,6.0,17
8792009665,2016-05-01,1,503,527,2016-05-01,8.38,8.78,24
8792009665,2016-05-02,1,415,423,2016-05-02,6.92,7.05,8
8792009665,2016-05-03,1,516,545,2016-05-03,8.6,9.08,29
8792009665,2016-05-04,1,439,463,2016-05-04,7.32,7.72,24
